"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","f",,"81","1693072146613","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","81","1693072146645","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"82","1693072146646","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","82","1693072146680","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"83","1693072146680","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","83","1693072146709","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"84","1693072146709","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","84","1693072146742","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"85","1693072146742","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","85","1693072146774","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"86","1693072146775","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","86","1693072146807","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"87","1693072146807","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","87","1693072146839","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"88","1693072146840","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","88","1693072146874","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"89","1693072146874","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","89","1693072146901","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"90","1693072146902","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","90","1693072146933","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"91","1693072146933","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","91","1693072146966","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"92","1693072146966","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","92","1693072146999","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"93","1693072147000","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","93","1693072147030","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"94","1693072147031","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","94","1693072147062","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"95","1693072147063","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","95","1693072147096","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"96","1693072147096","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","96","1693072147127","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"97","1693072147129","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","97","1693072147164","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"98","1693072147165","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","98","1693072147192","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"99","1693072147193","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","99","1693072147225","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"100","1693072147225","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","100","1693072147257","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"101","1693072147258","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","101","1693072147289","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"102","1693072147289","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","102","1693072147322","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"103","1693072147322","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","103","1693072147353","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"104","1693072147353","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","104","1693072147386","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"105","1693072147386","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","105","1693072147418","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"106","1693072147418","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","106","1693072147450","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"107","1693072147450","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","107","1693072147483","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"108","1693072147483","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","108","1693072147516","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"109","1693072147517","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","109","1693072147549","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"110","1693072147549","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","110","1693072147581","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"111","1693072147581","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","111","1693072147612","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"112","1693072147613","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","112","1693072147649","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"113","1693072147650","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","113","1693072147676","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"114","1693072147677","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","114","1693072147709","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"115","1693072147709","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","115","1693072147741","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"116","1693072147741","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","116","1693072147773","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"117","1693072147774","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","117","1693072147807","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"118","1693072147808","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","118","1693072147839","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"119","1693072147839","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","119","1693072147871","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"120","1693072147872","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","120","1693072147903","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"121","1693072147904","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","121","1693072147935","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"122","1693072147935","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","122","1693072147969","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"123","1693072147969","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","123","1693072148001","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"124","1693072148002","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","124","1693072148033","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"125","1693072148033","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","125","1693072148067","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"126","1693072148068","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","126","1693072148098","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"127","1693072148098","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","127","1693072148131","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"128","1693072148132","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","128","1693072148169","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"129","1693072148170","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","129","1693072148195","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"130","1693072148196","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","130","1693072148227","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"131","1693072148227","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","131","1693072148259","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"132","1693072148259","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","132","1693072148293","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"133","1693072148293","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","133","1693072148325","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"134","1693072148326","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","134","1693072148358","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"135","1693072148359","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","135","1693072148391","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"136","1693072148391","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","136","1693072148422","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"137","1693072148423","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","137","1693072148455","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"138","1693072148455","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","138","1693072148488","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"139","1693072148488","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","139","1693072148520","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"140","1693072148520","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","140","1693072148551","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"141","1693072148552","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","141","1693072148583","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"142","1693072148583","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","142","1693072148616","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"143","1693072148617","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","143","1693072148649","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"144","1693072148649","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","144","1693072148682","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"145","1693072148682","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","f","","145","1693072148714","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"146","1693072148714","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"X-Action","Backspace",,,"1693072149875","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff","55","1693072149879","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","55","1693072159542","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"56","1693072159543","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","56","1693072159548","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","56","1693072159616","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","56","1693072159617","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"57","1693072159621","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","57","1693072159703","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"58","1693072159709","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","58","1693072159900","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"59","1693072159900","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693072160750","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","58","1693072160752","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072160907","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","57","1693072160908","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072161057","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","56","1693072161059","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072161199","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","55","1693072161200","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","55","1693072161452","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"56","1693072161453","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","56","1693072161457","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1693072161931","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m ","55","1693072161933","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","f","","55","1693072162066","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"56","1693072162067","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit"," ","","56","1693072162073","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","56","1693072162181","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","56","1693072162182","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"57","1693072162187","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","n","","57","1693072162353","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"58","1693072162357","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","c","","58","1693072162501","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"59","1693072162504","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693072164092","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","tion","","59","1693072164102","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","63","1693072165317","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"64","1693072165319","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693072166232","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","63","1693072166233","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",":","","63","1693072166862","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"64","1693072166862","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,":",,,,,
"X-Action","Backspace",,,"1693072167340","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",":","63","1693072167341","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",":","","63","1693072168038","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"64","1693072168039","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,":",,,,,
"File.Edit"," ","","64","1693072168264","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"65","1693072168265","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693072170141","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","64","1693072170143","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072170267","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",":","63","1693072170269","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072170419","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","62","1693072170420","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072170556","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","61","1693072170559","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693072170697","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
